,situacao,anoConclusaoEnsinoMedio,chIntegralizadaMatriculada,chintegralizadaACE,chintegralizadaAF,chintegralizadaCF,chintegralizadaObrigatoria,chintegralizadaOptativa,chintegralizadaTotal,fracaoChIntegralizadaTotal,cidade,formaIngInstituicao,ira,sexo,tempoUniversidade,Cancelado,Reprovado por frequência,Reprovado por nota,DEC013_nota,DEE341_nota,DEE346_nota,DEE374_nota,DEE375_nota,DEC008_nota,DEC012_nota,DEC219_nota,DEE238_nota,DEE338_nota,DEE342_nota,DEE344_nota,DEE345_nota,DEC009_nota,DEC014_nota,DEC220_nota,DEE239_nota,DEE347_nota,DEE349_nota,DEE351_nota,DEE358_nota,DEE245_nota,DEE352_nota,DEE359_nota,DEE360_nota,DEC013_freq,DEE341_freq,DEE346_freq,DEE374_freq,DEE375_freq,DEC008_freq,DEC012_freq,DEC219_freq,DEE238_freq,DEE338_freq,DEE342_freq,DEE344_freq,DEE345_freq,DEC009_freq,DEC014_freq,DEC220_freq,DEE239_freq,DEE347_freq,DEE349_freq,DEE351_freq,DEE358_freq,DEE245_freq,DEE352_freq,DEE359_freq,DEE360_freq
37,0,2016,3425,75,335,0,2565,90,2990,93.0,Palotina,SISU,0.7199,0,14.0,7.0,3.0,6.0,77.0,0.0,81.0,97.0,70.0,40.0,87.0,0.0,72.0,61.0,72.0,0.0,80.0,50.0,72.0,0.0,36.333333333333336,86.0,85.0,87.0,70.0,65.0,80.0,0.0,44.0,88.0,0.0,95.0,88.0,97.0,50.0,96.0,0.0,100.0,91.0,93.0,0.0,87.0,80.0,88.0,0.0,94.0,91.0,96.0,94.0,91.0,94.0,93.0,0.0,63.333333333333336
38,0,2022,270,0,0,0,0,0,0,0.0,Palotina,Vestibular,0.1442,0,2.0,0.0,4.0,2.0,14.0,13.0,44.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,74.0,87.0,87.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,2018,144,0,0,0,144,0,144,4.4,Maripá,Vestibular,0.2907,0,6.0,0.0,2.0,6.0,65.0,4.5,4.5,33.0,8.0,0.0,98.0,0.0,0.0,7.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,30.0,0.0,0.0,100.0,42.0,42.0,100.0,82.0,0.0,100.0,0.0,68.0,72.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,95.0,0.0,0.0
40,0,2017,2625,0,0,0,2370,90,2460,76.5,Maripá,Vestibular,0.741,0,12.0,1.0,1.0,2.0,70.0,0.0,77.0,70.0,71.0,70.0,71.0,0.0,38.5,53.0,85.0,0.0,100.0,80.0,79.0,0.0,65.0,75.0,74.0,80.0,80.0,71.0,75.0,0.0,71.0,94.0,0.0,98.0,100.0,82.0,83.0,85.0,0.0,70.75,93.0,95.0,0.0,100.0,87.0,100.0,0.0,100.0,100.0,96.0,94.0,95.0,94.0,100.0,0.0,95.0
41,0,2021,900,0,0,0,615,0,615,19.1,Palotina,Vestibular,0.6154,0,4.0,0.0,1.0,3.0,65.0,81.0,67.0,50.0,64.0,0.0,80.0,0.0,4.5,17.5,50.0,52.0,7.5,70.0,70.0,0.0,0.0,0.0,95.0,70.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,50.0,50.0,100.0,100.0,33.5,87.0,100.0,0.0,0.0,0.0,100.0,94.0,0.0,0.0,0.0,0.0,0.0
42,0,2019,2511,120,0,0,1935,90,2025,63.0,Palotina,SISU,0.7809,0,8.0,2.0,3.0,0.0,89.0,0.0,93.0,63.0,90.0,0.0,90.0,0.0,81.0,100.0,90.0,82.0,70.0,0.0,85.0,0.0,52.0,80.0,80.0,78.0,90.0,84.0,82.0,0.0,0.0,100.0,0.0,100.0,100.0,90.0,0.0,100.0,0.0,100.0,100.0,97.0,100.0,80.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,90.0,97.0,90.0,0.0,0.0
43,1,0,234,0,0,0,234,0,234,7.2,Palotina,SISU,0.2592,0,7.0,0.0,6.0,2.0,55.5,20.0,20.0,28.0,81.0,0.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,78.0,78.0,100.0,75.0,0.0,85.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,42.0,0.0,0.0
44,0,2022,705,0,0,0,435,0,435,13.5,Assis Chateaubriand,Vestibular,0.6509,0,4.0,0.0,2.0,1.0,89.0,93.0,82.0,70.0,53.0,0.0,0.0,0.0,4.0,11.5,72.0,71.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,94.0,94.0,97.0,84.0,0.0,33.5,0.0,35.0,40.0,84.0,87.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,2019,0,0,0,0,0,0,0,0.0,Palotina,Vestibular,0.02,0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0,2021,510,0,0,0,180,0,180,5.6,Jesuítas,Vestibular,0.5579,0,2.0,0.0,0.0,2.0,38.0,90.0,78.0,5.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,100.0,97.0,90.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,2022,555,0,0,0,225,0,225,7.0,Francisco Alves,Vestibular,0.6032,0,2.0,0.0,0.0,1.0,56.0,83.0,86.0,12.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,2015,2520,75,0,0,2040,90,2130,66.3,Palotina,SISU,0.8055,0,10.0,1.0,0.0,1.0,86.0,0.0,91.0,72.0,84.0,0.0,100.0,0.0,56.5,70.0,71.0,0.0,93.0,0.0,98.0,0.0,71.0,78.0,88.0,83.0,97.0,87.0,85.0,96.0,84.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,97.0,97.0,0.0,94.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
49,0,2021,615,0,0,0,285,0,285,8.9,Palotina,PSS ENEM,0.7905,0,2.0,0.0,0.0,0.0,68.0,100.0,88.0,65.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,97.0,100.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,2015,270,0,0,0,0,0,0,0.0,Palotina,PSS ENEM,0.1526,1,2.0,3.0,6.0,0.0,12.0,33.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,54.0,37.0,67.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,2017,2880,195,0,0,2235,30,2265,70.5,Palotina,SISU,0.7548,0,10.0,2.0,3.0,2.0,76.0,0.0,71.0,55.0,88.0,0.0,92.0,0.0,46.5,46.0,66.0,0.0,86.0,0.0,81.0,0.0,0.0,83.0,85.0,80.0,94.0,83.0,80.0,90.0,26.0,88.0,0.0,95.0,97.0,86.0,0.0,96.0,0.0,88.5,83.5,91.0,0.0,87.0,0.0,100.0,0.0,0.0,100.0,92.0,94.0,90.0,84.0,88.0,94.0,80.0
52,0,2015,420,0,0,0,120,0,120,3.7,Palotina,Vestibular,0.5395,0,2.0,0.0,0.0,3.0,35.0,86.0,93.0,13.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,100.0,90.0,90.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,2016,0,0,0,0,0,0,0,0.0,Terra Roxa,Vestibular,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,2016,480,0,0,0,180,0,180,5.6,Palotina,Vestibular,0.4753,0,2.0,0.0,0.0,2.0,27.0,73.0,77.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,80.0,82.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,2014,1380,0,0,0,1320,60,1380,42.9,Palotina,Vestibular,0.7037,0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1,0,0,0,0,0,0,0,0,0.0,Palotina,SISU,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,2019,390,0,0,0,390,0,390,12.1,Assis Chateaubriand,Vestibular,0.8073,0,6.0,0.0,1.0,0.0,67.0,0.0,0.0,83.0,94.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,92.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,77.0,78.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,90.0,0.0,0.0,0.0,0.0
58,0,2020,555,0,0,0,225,0,225,7.0,Palotina,Vestibular,0.6553,0,2.0,0.0,0.0,1.0,65.0,95.0,85.0,18.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,94.0,100.0,100.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,2015,525,0,0,0,225,0,225,7.0,Paranaguá,PSS ENEM,0.52,0,2.0,0.0,0.0,1.0,58.0,86.0,72.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,87.0,90.0,87.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,2021,525,0,0,0,210,0,210,6.5,Palotina,SISU,0.3217,0,4.0,1.0,7.0,6.0,22.0,10.0,30.0,5.0,11.0,0.0,59.0,0.0,0.0,12.5,15.0,55.0,0.0,0.0,38.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,56.0,100.0,70.0,80.0,84.0,0.0,80.0,0.0,37.0,33.5,45.0,87.0,13.5,0.0,84.0,0.0,0.0,0.0,7.0,87.0,0.0,0.0,0.0,0.0,0.0
63,0,2020,645,0,0,0,375,0,375,11.7,Colíder,Vestibular,0.6168,1,2.0,2.0,0.0,1.0,78.0,84.0,77.0,9.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.0,87.0,97.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,2017,270,0,0,0,270,0,270,8.3,Assis Chateaubriand,Vestibular,0.7654,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0,2014,3392,0,200,0,2934,108,3242,100.0,Palotina,SISU,0.8007,0,14.0,0.0,1.0,0.0,87.0,78.0,78.0,81.0,82.0,98.0,85.0,0.0,62.0,71.0,93.0,0.0,0.0,0.0,70.0,0.0,76.0,81.0,94.0,91.0,70.0,70.0,92.0,0.0,73.0,83.0,86.0,86.0,93.0,95.0,83.0,92.0,0.0,95.0,97.0,91.0,0.0,0.0,0.0,94.0,0.0,95.0,97.0,96.0,100.0,91.0,94.0,95.0,0.0,95.0
66,1,0,0,0,0,0,0,0,0,0.0,Marechal Cândido Rondon,SISU,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0,2012,2340,75,0,0,2010,30,2040,63.5,Palotina,Vestibular,0.5865,0,8.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,0.0,73.0,0.0,0.0,0.0,35.5,50.0,51.0,0.0,43.5,54.5,0.0,43.0,70.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,0.0,88.0,0.0,0.0,0.0,47.0,80.0,76.5,0.0,88.0,97.0,0.0,47.0,80.0,47.0,0.0,0.0,0.0
68,0,2022,300,0,0,0,0,0,0,0.0,Palotina,Vestibular,0.1337,1,2.0,0.0,2.0,4.0,34.0,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,60.0,50.0,87.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,2020,675,0,0,0,405,0,405,12.6,Palotina,Vestibular,0.5038,0,4.0,0.0,3.0,6.0,73.0,76.0,30.0,40.0,63.0,0.0,67.0,0.0,0.0,13.0,50.0,17.5,0.0,0.0,47.0,0.0,0.0,0.0,20.0,78.0,0.0,0.0,0.0,0.0,0.0,96.0,100.0,87.0,94.0,94.0,27.0,77.0,0.0,0.0,43.5,87.0,43.5,13.5,0.0,80.0,0.0,0.0,0.0,27.0,94.0,0.0,0.0,0.0,0.0,0.0
70,1,0,0,0,0,0,0,0,0,0.0,Assis Chateaubriand,SISU,0.3646,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0,0,2340,75,0,0,1905,30,1935,60.2,Toledo,Reopção,0.5576,1,16.0,7.0,7.0,8.0,0.0,0.0,74.0,49.0,39.0,45.5,0.0,0.0,58.0,53.5,70.0,0.0,15.0,50.0,0.0,0.0,39.0,71.0,47.0,75.0,27.0,35.0,84.0,0.0,74.0,0.0,0.0,75.0,79.0,82.5,63.5,0.0,0.0,100.0,76.5,75.0,0.0,17.0,80.0,0.0,0.0,81.0,91.0,81.0,93.0,64.66666666666667,84.0,95.0,0.0,95.0
72,0,2016,330,0,0,0,90,0,90,2.8,Palotina,PSS ENEM,0.2526,0,2.0,0.0,3.0,1.0,0.0,50.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,87.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1,2014,1350,0,0,0,1350,0,1350,42.0,Marechal Cândido Rondon,Vestibular,0.4288,0,12.0,12.0,2.0,10.0,57.0,0.0,52.0,44.66666666666666,55.0,0.0,73.0,0.0,34.5,19.0,70.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,64.0,86.0,6.0,50.0,70.0,0.0,3.0,83.0,0.0,86.0,65.0,90.0,0.0,88.0,0.0,76.5,80.0,77.0,0.0,0.0,0.0,94.0,0.0,0.0,40.0,96.0,91.0,31.0,94.0,88.0,0.0,42.0
74,1,2018,0,0,0,0,0,0,0,0.0,Palotina,Vestibular,0.0863,0,4.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,2019,435,0,0,0,165,0,165,5.1,Palotina,PSS ENEM,0.4332,0,2.0,1.0,1.0,1.0,55.0,73.0,81.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,87.0,75.0,87.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1,2009,0,0,0,0,0,0,0,0.0,Marechal Cândido Rondon,Vestibular,0.0015,0,6.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,52.0,52.0,48.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,2022,300,0,0,0,0,0,0,0.0,Altônia,Vestibular,0.0995,0,2.0,0.0,5.0,1.0,17.0,13.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,67.0,54.0,80.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
